rainfall,soil_moisture,humidity,temperature,slope,landslide
56,49,75,29.1,22,0
95,90,98,21.3,31,1
87,58,76,24.7,29,0
75,31,98,29.6,25,0
115,88,89,16.4,33,1
43,64,70,35.6,16,0
45,33,64,31.1,16,0
74,43,71,31.1,22,0
115,68,95,24.8,35,1
59,36,74,34.1,19,0
83,55,88,26.2,16,0
89,73,90,24.3,33,1
31,15,60,38.5,8,0
32,86,61,39.4,37,0
23,24,62,35.6,9,0
45,69,63,37.9,39,0
76,46,73,24.6,25,0
66,48,98,27.2,30,0
64,79,65,32.7,11,0
55,30,75,35.0,14,0
140,86,68,25.0,5,0
105,56,83,23.1,41,0
104,58,91,23.0,21,0
106,72,89,23.1,35,1
100,46,55,31.2,9,0
133,90,98,16.7,33,1
33,28,74,34.9,33,0
82,64,85,30.6,6,0
84,68,93,23.2,28,1
100,57,75,28.2,41,0
125,81,98,24.5,42,1
59,47,72,29.9,10,0
57,46,77,28.3,19,0
150,82,98,18.2,42,1
117,28,96,21.6,42,0
64,31,77,31.3,22,0
149,90,82,16.8,27,1
78,55,56,33.1,31,0
130,66,89,23.9,34,1
150,52,55,27.8,38,0
50,53,74,36.3,14,0
56,33,72,30.3,19,0
74,53,81,27.5,30,0
140,82,98,10.3,39,1
114,33,86,23.1,7,0
61,45,77,34.9,29,0
109,72,87,23.8,31,1
36,37,83,33.8,30,0
99,87,57,31.2,13,0
67,32,79,29.8,15,0
21,44,70,38.6,10,0
110,65,87,24.3,34,1
68,60,55,31.0,35,0
129,82,98,19.4,35,1
67,52,70,35.2,14,0
78,53,76,29.7,28,0
29,17,63,40.0,9,0
113,71,81,30.0,36,1
122,84,97,19.3,40,1
88,50,82,29.6,30,0
67,74,85,28.7,34,0
77,60,81,30.5,25,0
48,22,66,36.8,12,0
56,39,75,33.8,11,0
67,86,66,30.9,13,0
123,84,93,20.6,36,1
90,54,84,31.8,26,0
61,35,79,33.3,17,0
147,15,84,24.1,9,0
37,29,68,36.0,17,0
112,31,91,26.5,7,0
67,82,87,31.0,16,0
50,65,85,30.1,30,0
48,71,81,34.1,25,0
110,71,96,18.6,35,1
118,73,82,20.7,42,1
96,67,89,24.2,30,1
80,52,75,31.4,28,0
40,24,65,33.7,14,0
112,75,91,27.2,18,0
63,40,71,34.6,18,0
35,81,58,36.5,37,0
61,53,79,28.3,21,0
115,83,97,20.0,34,1
111,85,96,19.8,38,1
125,80,85,21.3,31,1
109,83,85,21.9,30,1
126,84,98,13.9,33,1
84,66,60,31.5,20,0
65,51,79,31.0,19,0
80,80,61,34.3,23,0
72,39,73,30.1,23,0
85,58,88,32.3,32,0
77,25,92,23.6,24,0
37,65,70,39.5,27,0
104,63,94,21.5,33,1
125,34,88,25.7,8,0
28,90,59,39.1,36,0
72,43,71,35.0,21,0
136,51,63,25.2,13,0
60,26,76,30.0,36,0
90,69,88,28.1,30,1
27,24,59,38.8,8,0
104,48,60,30.7,13,0
21,90,58,42.0,42,0
48,29,69,32.6,13,0
120,30,98,24.1,25,0
83,76,94,22.9,41,1
30,40,97,32.6,5,0
79,79,66,32.3,27,0
94,71,98,18.8,26,1
36,25,56,36.5,14,0
41,60,67,39.6,5,0
146,85,91,20.0,42,1
51,74,94,30.9,28,0
30,24,67,38.1,13,0
51,55,93,30.4,27,0
82,56,90,31.5,31,0
34,22,56,38.2,7,0
34,50,79,35.8,5,0
102,54,88,29.0,28,0
58,34,72,31.6,15,0
115,33,85,29.1,10,0
122,34,94,19.2,5,0
75,63,86,33.6,24,0
69,50,74,31.1,25,0
56,50,70,33.5,28,0
37,34,78,30.3,19,0
118,18,55,28.2,36,0
31,22,58,36.1,8,0
134,85,91,17.6,35,1
55,76,84,31.7,40,0
146,26,84,24.2,8,0
150,25,92,20.7,18,0
99,79,91,26.8,5,0
97,73,96,19.8,29,1
112,72,95,21.8,16,0
31,26,65,42.0,7,0
90,41,68,28.7,31,0
150,85,90,21.6,29,1
60,30,72,32.7,5,0
71,17,86,30.0,28,0
47,42,82,36.0,26,0
20,90,78,40.1,5,0
85,90,90,24.5,29,1
108,44,79,25.9,34,0
66,42,77,31.8,19,0
72,54,77,32.1,27,0
130,43,85,25.7,16,0
138,81,98,17.6,39,1
106,81,89,27.1,8,0
78,35,83,33.7,22,0
100,48,61,31.4,28,0
105,75,97,22.2,32,1
140,81,83,18.8,14,0
134,34,57,20.7,5,0
27,20,63,39.4,5,0
115,76,92,20.9,40,1
128,75,94,18.0,37,1
95,66,89,24.4,29,1
46,22,56,37.2,6,0
120,72,58,31.5,9,0
120,30,95,23.3,42,0
125,90,84,19.3,38,1
33,88,62,40.4,36,0
115,89,85,24.6,20,0
141,90,92,19.5,42,1
126,80,84,19.9,42,1
47,52,73,33.0,12,0
61,46,55,36.0,17,0
37,19,63,37.3,10,0
150,26,63,25.7,13,0
67,21,62,33.4,5,0
138,46,76,19.3,42,0
89,63,91,23.1,28,1
60,36,78,34.4,22,0
28,18,55,38.8,12,0
133,90,97,17.7,42,1
30,21,56,41.6,10,0
107,39,84,24.4,28,0
69,52,86,26.3,25,0
56,46,80,32.2,17,0
76,53,81,29.0,23,0
48,17,66,33.2,15,0
34,20,55,38.4,8,0
110,41,80,27.7,33,0
26,15,55,39.7,6,0
118,83,97,20.8,33,1
71,59,74,36.3,24,0
145,51,65,23.9,42,0
65,46,68,34.1,34,0
97,64,86,22.8,31,1
20,26,61,37.4,10,0
137,48,98,19.2,34,0
70,43,77,30.3,23,0
119,80,92,21.5,33,1
30,23,55,42.0,5,0
35,29,83,32.7,15,0
130,23,63,25.8,19,0
57,31,67,34.3,16,0
38,36,69,37.3,9,0
90,64,90,24.9,28,1
113,78,95,24.1,37,1
103,20,94,19.1,36,0
90,58,92,21.0,32,0
80,71,86,27.7,9,0
41,90,98,34.3,5,0
57,26,74,29.5,13,0
36,32,59,30.5,8,0
35,33,86,35.5,20,0
96,80,63,31.3,22,0
105,63,90,22.8,18,0
23,22,57,37.3,8,0
42,41,88,30.5,17,0
51,37,74,34.3,17,0
75,42,77,29.3,23,0
104,87,87,24.3,37,1
104,66,93,15.1,32,1
111,78,92,19.4,34,1
85,15,86,25.6,24,0
42,30,67,35.5,13,0
93,75,98,21.3,30,1
147,86,98,18.6,39,1
73,49,73,27.1,18,0
75,56,78,30.9,20,0
79,37,79,31.5,23,0
116,76,85,26.7,31,1
33,18,67,36.0,13,0
72,46,84,31.0,27,0
150,49,73,18.5,37,0
122,82,91,14.5,33,1
112,24,92,26.5,12,0
132,79,96,18.6,41,1
54,35,73,36.8,13,0
105,75,87,19.6,30,1
110,68,89,26.4,17,0
101,56,69,33.8,27,0
32,25,56,40.0,6,0
112,74,91,22.3,32,1
44,34,66,36.1,8,0
31,86,69,33.2,12,0
90,66,85,31.4,23,0
55,86,94,29.0,42,0
101,73,87,24.7,33,1
22,24,64,34.9,8,0
96,50,63,27.7,35,0
58,25,71,37.3,23,0
75,53,81,29.4,26,0
136,90,98,21.4,35,1
70,65,61,33.7,20,0
41,28,64,32.1,12,0
108,89,87,24.9,35,1
51,55,55,35.5,36,0
137,24,89,23.8,33,0
59,83,78,32.6,35,0
60,49,77,28.7,16,0
113,73,97,21.0,33,1
142,63,71,29.7,23,0
20,65,55,41.7,41,0
45,15,69,35.4,21,0
97,53,90,29.1,24,0
95,72,59,31.9,24,0
110,80,97,21.4,36,1
101,66,95,19.5,36,1
109,45,73,28.2,40,0
97,63,88,26.3,27,1
35,23,58,36.2,9,0
139,24,96,24.3,29,0
20,23,60,39.5,24,0
85,32,96,24.7,25,0
37,59,92,35.4,22,0
37,50,98,31.3,23,0
113,43,88,26.8,29,0
118,78,97,19.3,34,1
95,89,88,23.8,31,1
142,75,87,23.0,17,0
136,90,89,19.9,27,1
123,83,83,16.6,31,1
51,21,66,32.5,16,0
76,29,74,33.6,27,0
110,72,94,24.0,10,0
29,59,68,36.1,13,0
110,72,92,18.3,35,1
36,82,58,35.5,40,0
29,15,55,34.4,8,0
43,28,90,32.3,23,0
73,90,86,28.3,15,0
82,65,90,22.7,34,1
106,82,86,22.9,33,1
102,19,70,29.8,5,0
129,83,98,23.8,40,1
67,48,73,28.6,32,0
54,35,69,37.4,18,0
138,52,69,27.4,42,0
94,75,86,22.4,33,1
83,39,69,31.7,35,0
35,90,56,37.5,40,0
120,84,64,28.2,14,0
102,89,64,33.6,15,0
35,20,55,40.3,6,0
81,72,86,27.1,36,1
130,32,82,22.8,41,0
59,45,74,29.4,25,0
24,52,69,37.3,16,0
56,69,55,39.4,12,0
33,25,61,34.2,5,0
20,90,58,37.4,40,0
64,48,57,35.5,38,0
50,76,75,31.6,37,0
23,15,56,38.0,28,0
30,15,58,37.8,9,0
119,74,97,16.5,29,1
33,39,88,31.5,20,0
96,66,87,25.8,27,1
84,67,83,25.7,9,0
143,65,94,13.6,32,1
81,42,75,28.9,18,0
63,76,62,36.4,12,0
42,66,67,35.6,36,0
91,54,76,28.1,25,0
71,47,74,31.9,23,0
35,15,55,34.4,6,0
110,80,92,22.9,32,1
29,16,62,39.3,8,0
60,47,79,31.3,22,0
74,52,86,32.2,24,0
107,83,97,18.4,34,1
115,33,98,26.0,38,0
42,47,72,35.8,10,0
59,28,71,32.8,16,0
66,83,62,34.1,25,0
98,72,85,23.8,31,1
47,42,67,38.6,19,0
96,67,95,23.1,25,0
36,15,58,36.3,5,0
48,27,73,37.1,22,0
68,26,68,31.6,5,0
34,72,62,40.1,39,0
67,49,60,38.6,14,0
138,90,91,17.6,42,1
58,69,61,36.9,27,0
109,83,94,18.6,29,1
113,67,96,22.6,31,1
131,79,91,19.9,42,1
90,66,86,26.0,29,1
98,48,62,29.0,31,0
97,76,86,19.9,38,1
111,80,95,22.4,39,1
44,52,68,30.6,20,0
100,61,87,22.8,32,1
61,21,67,36.3,5,0
140,76,96,18.1,42,1
47,32,76,39.1,19,0
150,58,80,24.5,34,0
99,42,60,29.1,7,0
101,88,98,21.8,31,1
108,70,76,24.2,36,1
91,86,56,28.3,21,0
29,29,66,35.4,9,0
41,15,57,36.4,12,0
70,54,60,28.9,27,0
23,42,90,34.9,20,0
77,23,90,28.1,28,0
74,46,83,25.9,22,0
150,80,96,17.5,27,1
141,32,89,23.4,17,0
102,65,94,22.8,33,1
47,41,90,31.3,33,0
99,33,94,27.1,35,0
55,58,68,36.2,35,0
60,41,79,33.1,19,0
66,42,86,28.5,31,0
24,21,55,40.7,7,0
43,31,71,38.4,17,0
75,30,62,31.7,29,0
41,27,55,42.0,9,0
39,87,65,35.5,38,0
142,78,88,18.7,42,1
90,60,72,28.3,33,0
95,27,81,28.6,41,0
50,24,73,30.0,12,0
38,17,64,35.7,7,0
30,23,57,36.3,7,0
131,86,98,18.7,38,1
54,23,66,37.4,11,0
97,36,83,29.1,26,0
50,30,62,30.1,13,0
66,21,55,40.4,37,0
72,46,75,32.3,18,0
59,52,56,33.9,35,0
43,27,56,38.1,12,0
145,87,97,17.4,40,1
52,34,78,31.7,20,0
45,21,69,36.0,8,0
68,21,55,33.5,41,0
101,89,73,27.6,14,0
20,57,75,35.7,9,0
51,48,69,31.2,11,0
73,76,90,29.5,30,0
130,84,84,25.1,14,0
114,83,76,24.9,38,1
74,54,62,35.3,33,0
98,89,55,32.4,20,0
61,48,72,31.9,22,0
87,49,81,31.0,29,0
136,32,85,19.4,15,0
112,71,89,19.6,39,1
97,35,68,27.4,7,0
59,52,82,34.6,18,0
25,29,89,37.1,16,0
114,73,94,22.1,34,1
103,73,93,25.0,30,1
61,51,75,30.6,9,0
118,77,67,28.4,10,0
100,29,90,25.8,34,0
112,35,72,29.6,12,0
127,15,87,23.2,25,0
106,86,64,28.4,15,0
113,71,77,25.0,40,1
104,32,98,26.6,40,0
47,33,72,33.1,19,0
89,48,84,28.1,23,0
84,45,65,29.1,33,0
88,61,94,17.6,26,1
142,66,68,25.2,11,0
70,49,84,31.9,27,0
29,17,65,38.6,12,0
57,49,61,30.5,18,0
122,75,90,19.7,32,1
97,27,91,20.7,30,0
47,27,67,39.0,14,0
98,76,90,20.6,28,1
53,28,67,38.0,21,0
92,75,95,25.6,29,1
55,40,67,32.4,14,0
68,38,71,29.8,25,0
68,45,74,33.0,19,0
143,37,81,20.5,42,0
48,35,67,35.7,12,0
97,18,65,29.0,10,0
73,54,79,26.4,22,0
99,19,95,19.9,33,0
150,76,87,18.5,35,1
139,32,66,23.9,8,0
93,66,84,23.4,32,1
45,40,74,36.5,16,0
123,77,79,25.1,37,1
21,61,85,35.1,10,0
75,50,82,29.3,27,0
63,51,82,32.7,19,0
99,22,74,25.2,42,0
25,33,83,36.2,16,0
31,41,93,34.8,6,0
62,41,75,34.4,14,0
132,60,70,20.7,41,0
90,29,55,30.6,7,0
106,32,92,22.9,16,0
57,85,79,32.9,37,0
122,82,64,28.8,5,0
94,69,80,29.0,26,1
30,34,89,32.9,16,0
109,46,61,28.2,10,0
132,31,84,26.3,32,0
111,75,95,21.8,33,1
55,40,70,37.4,18,0
80,84,57,34.1,18,0
97,62,84,21.5,31,1
37,15,60,34.4,11,0
74,52,78,27.0,22,0
99,61,87,25.3,28,1
105,77,89,25.7,35,1
82,53,74,35.2,20,0
30,42,86,36.7,18,0
148,90,90,20.6,26,1
117,34,73,25.3,14,0
50,21,61,33.3,16,0
102,71,91,24.8,34,1
147,63,98,20.6,16,0
90,88,89,24.6,33,1
51,31,63,36.7,16,0
110,52,81,27.1,39,0
148,57,71,26.8,26,0
94,67,88,27.3,33,1
119,83,98,21.1,32,1
95,32,63,32.9,5,0
106,79,93,23.2,28,1
35,32,70,35.3,13,0
48,34,82,35.1,26,0
61,41,64,31.0,16,0
89,66,80,31.5,22,0
46,31,72,31.9,17,0
124,78,95,20.3,36,1
99,61,93,20.6,30,1
57,54,63,36.4,12,0
143,22,57,26.2,5,0
35,28,65,33.2,7,0
48,35,70,36.1,19,0
92,85,95,21.8,26,1
150,87,98,18.4,42,1
32,72,72,36.5,34,0
120,75,91,21.7,42,1
103,26,93,22.9,10,0
107,63,94,20.2,39,1
150,53,65,23.1,28,0
46,26,71,37.2,16,0
52,31,72,38.4,11,0
63,46,70,31.3,18,0
112,80,88,24.7,34,1
85,30,55,27.7,9,0
66,45,74,29.4,28,0
38,51,55,36.0,7,0
23,15,63,35.5,7,0
29,26,55,35.5,6,0
102,70,91,23.8,27,1
89,52,69,30.0,28,0
96,66,93,24.0,30,1
122,70,97,21.3,42,1
110,33,86,26.2,20,0
128,88,92,21.3,42,1
135,53,72,24.7,38,0
30,34,64,35.0,35,0
84,90,94,26.9,31,1
37,71,70,34.8,35,0
130,29,93,19.9,30,0
89,24,96,26.0,25,0
53,65,95,28.4,28,0
124,76,98,18.1,35,1
63,39,77,33.1,22,0
97,65,95,23.5,28,1
78,79,91,26.2,38,0
38,52,60,36.4,15,0
46,18,55,40.2,6,0
95,50,63,32.0,24,0
51,50,64,40.8,16,0
57,47,80,35.4,22,0
33,30,61,40.9,13,0
75,37,82,26.7,17,0
138,29,92,23.4,21,0
82,68,71,30.9,14,0
33,23,55,37.6,7,0
93,31,98,26.1,17,0
82,25,93,30.0,26,0
141,37,87,23.2,33,0
121,20,55,26.8,33,0
31,23,64,39.7,5,0
52,32,68,33.3,20,0
76,78,84,30.3,33,0
137,75,87,21.6,10,0
52,31,64,34.9,19,0
122,72,94,24.9,15,0
150,75,93,14.4,33,1
70,25,86,35.0,27,0
140,85,66,20.7,6,0
55,54,62,33.9,12,0
124,26,59,29.0,12,0
79,17,94,29.3,25,0
20,58,55,40.2,28,0
76,68,57,33.7,19,0
55,34,77,34.2,19,0
132,48,97,20.8,38,0
135,37,92,25.3,42,0
116,79,72,29.1,14,0
141,45,81,25.0,38,0
116,85,86,22.5,18,0
96,53,90,26.3,25,0
90,46,80,28.0,25,0
133,81,86,20.5,12,0
46,32,64,37.0,14,0
60,42,73,31.9,19,0
61,42,76,34.3,20,0
101,64,90,20.3,41,1
135,87,92,23.1,42,1
52,51,98,28.1,24,0
103,73,83,24.4,39,1
52,28,76,35.6,17,0
32,49,71,35.2,5,0
91,65,86,26.9,30,1
65,41,79,28.6,17,0
97,35,58,34.9,5,0
146,55,65,24.7,21,0
69,52,55,33.4,35,0
135,35,80,22.9,41,0
26,24,66,40.1,33,0
91,64,95,21.9,32,1
142,45,97,18.4,10,0
40,28,65,36.1,11,0
77,46,74,28.2,23,0
125,20,56,33.0,33,0
150,50,60,23.6,40,0
45,40,69,37.6,17,0
23,16,55,40.6,12,0
44,53,68,33.3,17,0
35,27,62,37.7,6,0
41,74,74,37.2,33,0
135,83,97,17.6,42,1
102,69,84,26.8,35,1
122,24,98,24.9,29,0
57,45,70,36.3,16,0
128,80,78,20.6,36,1
86,64,87,22.4,30,1
99,62,88,22.0,26,1
105,80,94,22.4,34,1
77,58,74,32.5,19,0
134,30,92,16.5,8,0
65,76,60,34.6,23,0
50,31,71,35.0,19,0
74,75,85,29.1,38,0
41,52,72,38.7,17,0
118,73,91,22.0,33,1
32,15,55,42.0,8,0
86,65,79,28.8,11,0
100,71,93,25.0,32,1
44,51,98,35.3,20,0
28,25,61,41.9,5,0
23,61,63,36.2,34,0
110,74,88,21.6,37,1
82,90,90,24.3,32,1
39,23,64,38.2,9,0
116,78,98,21.8,41,1
86,51,60,30.1,27,0
72,23,86,30.0,27,0
43,86,72,30.2,36,0
95,54,59,35.0,6,0
38,24,69,35.0,17,0
60,25,68,34.1,12,0
131,53,75,24.1,12,0
62,33,78,35.1,16,0
106,53,77,20.3,38,0
81,73,87,25.7,26,1
73,34,84,29.8,28,0
91,61,83,27.0,7,0
127,47,98,26.1,42,0
32,68,55,36.9,39,0
51,86,98,32.3,31,0
81,80,95,25.4,36,1
53,38,72,37.3,18,0
137,82,84,18.2,29,1
94,70,90,21.9,33,1
64,15,72,35.6,36,0
64,33,70,34.3,5,0
22,58,65,34.8,5,0
63,36,87,29.4,17,0
101,77,94,23.3,34,1
63,43,72,35.1,18,0
102,54,77,26.1,42,0
115,73,90,14.1,40,1
99,46,61,31.9,9,0
92,69,75,26.2,21,0
93,62,93,18.4,30,1
125,78,92,12.9,39,1
128,90,80,23.5,29,1
28,90,73,37.1,5,0
27,48,69,37.0,8,0
83,73,98,27.3,34,1
142,31,55,28.3,8,0
139,47,95,25.0,36,0
100,38,62,26.9,5,0
141,88,77,23.3,16,0
139,87,87,18.1,15,0
117,88,93,20.1,40,1
68,90,82,30.3,12,0
39,23,74,37.0,36,0
96,64,87,27.1,21,0
35,23,58,39.9,13,0
139,87,94,19.8,39,1
96,70,88,29.2,30,1
131,82,62,26.1,8,0
98,72,90,21.0,32,1
25,57,61,39.6,19,0
76,59,88,27.1,28,0
102,33,73,32.2,8,0
76,45,76,30.2,21,0
53,26,74,32.4,10,0
29,32,91,32.8,21,0
63,48,79,33.7,25,0
22,25,57,39.5,6,0
28,22,63,36.7,10,0
63,17,64,38.4,42,0
63,50,75,30.4,23,0
133,34,92,22.2,30,0
96,62,85,25.9,32,1
52,21,80,29.0,32,0
88,49,60,33.2,27,0
63,82,68,31.0,14,0
65,52,77,34.1,32,0
28,28,63,35.9,6,0
47,83,65,37.6,42,0
32,22,66,40.2,27,0
21,21,58,42.0,6,0
131,48,92,22.9,40,0
130,26,55,27.4,5,0
140,50,94,19.5,36,0
48,47,82,36.9,37,0
115,15,61,27.1,34,0
67,24,90,27.2,27,0
32,55,56,40.6,31,0
95,49,98,23.5,16,0
69,54,81,28.6,22,0
62,20,65,30.6,9,0
27,15,60,37.7,7,0
29,88,67,37.4,42,0
106,55,77,28.0,40,0
135,22,87,25.0,26,0
104,20,98,25.7,17,0
56,46,76,32.7,14,0
101,46,82,26.7,39,0
106,70,82,24.9,34,1
133,86,94,21.9,42,1
93,28,76,29.3,26,0
111,74,77,22.7,42,1
130,86,77,22.2,25,0
89,60,98,22.5,12,0
65,60,89,31.9,40,0
65,36,80,33.0,21,0
49,50,95,32.5,34,0
130,78,87,22.8,9,0
56,44,80,36.1,14,0
150,82,86,16.8,30,1
130,83,67,28.6,10,0
93,68,86,24.4,35,1
137,69,98,19.2,8,0
125,78,78,23.6,30,1
127,51,93,23.6,34,0
39,28,66,37.5,11,0
137,81,98,17.9,38,1
25,25,56,39.6,8,0
76,23,93,34.3,20,0
65,90,88,33.3,16,0
50,27,69,36.7,18,0
85,40,80,29.6,24,0
38,20,62,39.9,16,0
29,25,59,40.1,5,0
136,84,62,26.3,10,0
84,58,95,26.4,17,0
143,89,76,20.2,26,1
24,89,60,31.3,41,0
99,80,72,29.5,17,0
82,46,77,28.9,21,0
66,48,80,35.4,21,0
97,62,72,29.2,19,0
78,55,55,30.9,34,0
28,21,66,37.7,6,0
20,15,58,37.4,10,0
44,47,98,32.4,5,0
66,20,73,33.2,15,0
65,50,55,37.8,40,0
75,72,96,26.0,30,0
94,75,98,22.6,29,1
95,65,97,19.2,29,1
92,83,97,24.7,31,1
61,47,81,33.2,25,0
102,75,92,23.8,27,1
87,61,90,24.6,30,1
46,57,90,33.2,36,0
102,70,93,26.4,36,1
102,88,88,22.5,30,1
108,56,61,29.9,10,0
72,48,80,28.1,28,0
60,50,72,31.2,22,0
97,77,85,24.4,32,1
124,80,90,23.1,42,1
115,29,93,23.3,36,0
92,86,86,24.0,33,1
127,34,97,21.0,5,0
20,50,55,39.1,27,0
20,15,55,41.2,31,0
135,85,98,14.2,38,1
111,71,93,24.6,35,1
150,45,78,20.6,38,0
70,42,75,33.6,8,0
46,23,57,34.0,7,0
133,80,98,19.8,36,1
125,25,60,29.5,40,0
96,68,93,24.1,33,1
57,27,74,30.9,23,0
40,23,63,37.6,10,0
36,16,55,35.7,7,0
95,58,80,27.5,14,0
140,82,98,19.9,36,1
150,85,94,18.8,32,1
33,20,63,37.8,6,0
30,15,60,36.1,5,0
43,36,71,37.0,14,0
103,30,75,28.1,7,0
101,52,90,20.2,26,0
112,80,85,24.5,30,1
92,65,90,23.9,26,1
32,22,56,41.9,8,0
65,42,78,29.1,19,0
70,55,74,24.0,24,0
73,61,63,33.9,33,0
73,44,76,32.0,24,0
110,78,95,17.0,35,1
84,53,84,26.4,26,0
47,25,72,41.7,15,0
147,30,78,21.8,5,0
79,15,77,32.3,36,0
150,33,90,18.8,23,0
33,24,61,32.8,11,0
34,33,65,36.9,41,0
78,15,78,29.7,31,0
128,61,75,24.2,16,0
115,23,78,25.9,11,0
47,37,73,35.3,21,0
21,56,73,37.2,7,0
125,54,55,25.4,23,0
32,45,69,38.2,15,0
41,18,62,32.1,15,0
136,53,55,22.2,34,0
123,69,84,23.3,26,1
32,55,70,38.1,13,0
70,38,83,30.4,28,0
83,61,85,25.3,21,0
125,44,95,20.7,39,0
76,48,79,29.8,27,0
56,20,76,29.2,20,0
44,31,61,35.0,15,0
34,41,81,36.6,26,0
112,46,92,28.0,34,0
62,31,78,31.2,9,0
58,79,82,33.9,10,0
46,29,62,31.7,9,0
87,52,77,31.2,28,0
117,75,84,20.1,30,1
24,28,55,40.8,6,0
95,65,96,22.1,29,1
115,51,71,30.6,17,0
104,69,92,20.2,29,1
30,90,95,34.8,6,0
59,42,67,33.5,17,0
144,88,60,25.3,5,0
29,89,66,37.3,41,0
91,89,62,29.2,14,0
45,29,59,37.0,9,0
80,77,60,32.8,23,0
138,36,59,27.1,5,0
67,32,71,32.9,17,0
59,29,77,34.7,15,0
48,25,70,37.3,27,0
90,64,90,21.6,31,1
25,27,55,42.0,10,0
136,90,81,17.4,28,1
28,15,65,39.5,6,0
41,47,77,36.3,18,0
129,78,96,14.1,38,1
104,65,85,23.6,32,1
138,24,88,20.9,27,0
52,33,64,33.6,13,0
105,27,80,30.4,36,0
138,35,91,20.0,14,0
36,50,70,34.3,32,0
77,51,76,31.0,20,0
90,74,87,26.4,30,1
60,36,68,33.6,21,0
61,57,57,38.4,37,0
134,55,92,23.3,35,0
126,80,95,14.0,40,1
32,26,65,36.2,30,0
88,57,74,28.5,21,0
70,34,61,35.1,9,0
149,20,79,15.7,5,0
99,78,57,37.6,15,0
60,54,92,31.6,27,0
109,82,93,22.0,31,1
32,15,65,40.5,7,0
125,38,89,29.3,30,0
103,70,87,25.4,28,1
102,80,96,24.3,35,1
135,61,62,26.7,14,0
69,47,72,32.0,20,0
63,20,61,33.5,42,0
54,24,64,33.2,19,0
91,66,85,23.2,29,1
102,83,88,19.8,31,1
51,33,68,34.8,19,0
124,83,98,15.0,41,1
129,67,88,20.6,33,1
98,41,66,29.9,5,0
62,41,82,32.0,12,0
29,15,60,37.4,6,0
67,45,85,38.3,23,0
20,90,55,42.0,42,0
90,62,90,21.1,32,1
127,88,74,26.1,25,0
60,90,80,30.6,9,0
20,61,61,37.0,39,0
58,24,91,27.3,33,0
85,36,92,28.6,21,0
61,32,80,30.3,18,0
118,48,66,30.1,19,0
150,90,98,18.7,38,1
49,48,97,34.2,19,0
147,90,66,22.3,6,0
55,33,93,31.9,29,0
47,37,74,36.1,16,0
115,64,97,19.2,30,1
135,86,79,21.9,24,0
93,65,85,28.7,33,1
49,26,61,36.8,11,0
116,80,95,22.1,40,1
105,57,81,24.8,28,0
83,61,90,22.0,33,1
128,50,65,25.3,41,0
33,15,55,38.7,5,0
27,26,64,35.6,6,0
68,36,61,34.1,28,0
68,44,75,27.8,23,0
61,40,80,29.2,17,0
83,88,88,27.0,42,1
60,41,90,32.1,31,0
74,45,61,32.5,32,0
110,63,94,18.8,30,1
33,82,71,34.0,10,0
61,35,60,34.1,26,0
96,47,57,33.2,6,0
44,33,62,39.0,16,0
33,88,55,37.7,38,0
133,90,98,15.3,37,1
52,32,65,36.0,15,0
58,78,93,28.3,41,0
115,72,96,19.2,36,1
40,90,98,35.0,7,0
119,66,87,23.5,30,1
34,29,60,38.5,13,0
101,82,62,27.1,15,0
99,69,96,22.8,30,1
36,19,55,41.3,10,0
115,81,90,20.5,33,1
44,23,56,41.0,5,0
62,30,69,36.8,20,0
87,59,88,32.0,28,0
112,76,97,21.4,34,1
109,53,88,26.9,33,0
56,47,57,39.6,40,0
55,87,84,33.2,38,0
70,64,65,32.0,17,0
118,29,86,23.5,42,0
20,57,58,40.6,29,0
71,76,73,28.7,37,0
132,31,85,22.9,30,0
43,53,85,36.0,34,0
66,46,70,27.5,15,0
91,76,79,29.6,39,1
23,51,76,39.7,6,0
93,57,87,26.2,28,0
49,55,80,34.7,12,0
124,70,87,23.8,13,0
90,75,83,28.4,41,1
73,36,74,34.0,22,0
61,52,75,29.3,29,0
132,79,95,20.2,34,1
134,32,56,26.9,20,0
138,20,67,25.5,15,0
55,37,69,32.5,22,0
63,39,71,37.5,20,0
52,27,72,36.9,9,0
91,68,85,23.0,33,1
85,54,67,27.9,31,0
132,25,90,21.5,16,0
131,37,58,28.5,5,0
72,48,79,31.5,24,0
84,61,83,32.1,17,0
124,79,98,21.1,40,1
85,56,82,31.4,28,0
91,63,95,24.2,26,1
85,33,77,26.3,26,0
144,78,82,21.8,11,0
150,57,71,26.0,35,0
92,62,90,23.9,33,1
141,90,98,18.5,41,1
55,28,67,33.9,19,0
41,20,69,33.4,8,0
140,90,91,18.1,42,1
113,46,86,26.0,28,0
68,50,72,30.8,22,0
57,88,79,32.0,34,0
39,68,72,33.4,31,0
99,78,96,25.1,32,1
43,40,98,30.6,6,0
139,88,63,29.4,10,0
142,26,95,24.4,17,0
106,15,94,24.6,31,0
84,63,98,21.2,28,1
20,38,66,33.6,42,0
60,43,74,29.4,21,0
20,56,86,32.3,5,0
65,54,69,36.7,35,0
79,56,76,30.9,28,0
72,58,77,32.2,29,0
53,39,70,28.9,16,0
45,27,67,32.8,9,0
25,89,55,42.0,35,0
88,81,59,32.9,22,0
69,52,72,32.0,23,0
115,86,77,24.8,31,1
47,22,69,39.4,19,0
117,73,79,22.3,42,1
90,20,98,26.2,13,0
